"cancelled","financial_status","fulfillment_status","order_id","order_name","purchase_option","sale_kind","sale_line_type","cost_tracked","customer_id","customer_type","orders","total_sales","average_order_value","discounts","gross_sales","net_sales","returns","shipping","taxes","total_tips","total_cost","gross_profit","gross_margin","units_per_transaction","customers","pending_sales","ordered_item_quantity","net_quantity","average_units_ordered"
"No","paid","fulfilled","4601444335861","#28298","One-time","order","product","No","5983373066485","First-time","1","41.98","41.98","0","41.98","41.98","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4674346025205","#30062","One-time","order","product","No","6076763308277","First-time","1","41.98","41.98","0","41.98","41.98","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","4054968008883","#26156","One-time","order","product","No","5586146754739","First-time","1","41.98","41.98","0","41.98","41.98","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4590525972725","#27833","One-time","order","product","No","5969945854197","First-time","1","41.98","41.98","0","41.98","41.98","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","4645833441525","#29232","One-time","order","product","No","6041905660149","First-time","1","41.98","41.98","0","41.98","41.98","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","4602433306869","#28324","One-time","order","product","No","5984595542261","First-time","1","41.98","41.98","0","41.98","41.98","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4594912461045","#28022","One-time","order","product","No","5976394367221","First-time","1","41.98","41.98","0","41.98","41.98","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4682945167605","#30201","One-time","order","product","No","6086880854261","First-time","1","41.98","41.98","0","41.98","41.98","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","4551465468149","#26607","One-time","order","product","No","5924768252149","First-time","1","41.98","41.98","0","41.98","41.98","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","4598541648117","#28202","One-time","order","product","No","5980120219893","First-time","1","41.98","41.98","0","41.98","41.98","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4643779379445","#29190","One-time","order","product","No","6039602397429","First-time","1","41.98","41.98","0","41.98","41.98","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","4559637512437","#26789","One-time","order","product","No","5933862912245","First-time","1","41.98","41.98","0","41.98","41.98","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","4693680718069","#30418","One-time","order","product","No","6104707170549","First-time","1","41.98","41.98","0","41.98","41.98","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","4583734378741","#27578","One-time","order","product","No","5962670801141","First-time","1","41.98","41.98","0","41.98","41.98","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","4059464761523","#26183","One-time","order","product","No","5592519966899","First-time","1","41.98","41.98","0","41.98","41.98","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4607557632245","#28443","One-time","order","product","No","5990507708661","First-time","1","41.98","41.98","0","41.98","41.98","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","4559455682805","#26778","One-time","order","product","No","5933668860149","First-time","1","41.98","41.98","0","41.98","41.98","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4623222735093","#28798","One-time","order","product","No","6010221199605","First-time","1","41.98","41.98","0","41.98","41.98","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","4592286302453","#27925","One-time","order","product","No","5973262794997","First-time","1","41.98","41.98","0","41.98","41.98","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4603098693877","#28341","One-time","order","product","No","5985227538677","First-time","1","41.98","41.98","-41.98","83.96","41.98","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4558229668085","#26732","One-time","order","product","No","5932364103925","First-time","1","41.98","41.98","0","41.98","41.98","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4595995312373","#28059","One-time","order","product","No","5977614647541","First-time","1","41.98","41.98","0","41.98","41.98","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4690078171381","#30326","One-time","order","product","No","6097180328181","First-time","1","41.98","41.98","0","41.98","41.98","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","4565358543093","#27140","One-time","order","product","No","5941884780789","First-time","1","41.98","41.98","0","41.98","41.98","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","4559841853685","#26805","One-time","order","product","No","5934077739253","First-time","1","41.98","41.98","0","41.98","41.98","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4569025872117","#27223","One-time","order","product","No","5946558120181","First-time","1","41.98","41.98","0","41.98","41.98","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4586319216885","#27662","One-time","order","product","No","5965294076149","First-time","1","41.96","41.96","0","41.96","41.96","0","0","0","0","0","0","0","4","1","0","4","4","4"
"No","paid","fulfilled","2770872795233","#18555","One-time","order","product","No","3684670406753","First-time","1","41.96","41.96","0","41.96","41.96","0","0","0","0","0","0","0","4","1","0","4","4","4"
"No","paid","fulfilled","4599103422709","#28225","One-time","order","product","No","5980610822389","First-time","1","41.64","41.64","-7.34","48.98","41.64","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","4541550002421","#26529","One-time","order","product","No","5918912970997","First-time","1","41.64","41.64","-7.34","48.98","41.64","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","4595037208821","#28029","One-time","order","product","No","5976543002869","First-time","1","40.98","40.98","0","40.98","40.98","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","4655933227253","#29546","One-time","order","product","No","6053797495029","First-time","1","40.98","40.98","0","40.98","40.98","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","4649204515061","#29339","One-time","order","product","No","3442384699489","Returning","1","40.98","40.98","0","40.98","40.98","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","4648883519733","#29310","One-time","order","product","No","376746704926","First-time","1","40.98","40.98","0","40.98","40.98","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","4610205745397","#28493","One-time","order","product","No","5995041554677","First-time","1","40.98","40.98","0","40.98","40.98","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","4563619053813","#27053","One-time","order","product","No","5940175732981","First-time","1","40.98","40.98","0","40.98","40.98","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","4565324792053","#27137","One-time","order","product","No","5941830680821","First-time","1","40.97","40.97","0","40.97","40.97","0","0","0","0","0","0","0","3","1","0","3","3","3"
"No","paid","fulfilled","4639401509109","#29115","One-time","order","product","No","6032435249397","First-time","1","40.97","40.97","0","40.97","40.97","0","0","0","0","0","0","0","3","1","0","3","3","3"
"No","paid","fulfilled","4586394779893","#27668","One-time","order","product","No","5965392478453","First-time","1","40.93","40.93","-13.99","54.92","40.93","0","0","0","0","0","0","0","8","1","0","8","8","8"
"No","paid","fulfilled","4586457563381","#27671","One-time","order","product","No","5965468369141","First-time","1","40.93","40.93","-13.99","54.92","40.93","0","0","0","0","0","0","0","8","1","0","8","8","8"
"No","paid","fulfilled","4595429310709","#28039","One-time","order","product","No","5977005359349","First-time","1","40.92","40.92","-13.99","54.91","40.92","0","0","0","0","0","0","0","9","1","0","9","9","9"
"No","paid","fulfilled","4554511843573","#26658","One-time","order","product","No","5928361492725","First-time","1","40.79","40.79","-7.19","47.98","40.79","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","4634088407285","#29027","One-time","order","product","No","6025561309429","First-time","1","40.77","40.77","-7.19","47.96","40.77","0","0","0","0","0","0","0","4","1","0","4","4","4"
"No","paid","fulfilled","4555294376181","#26673","One-time","order","product","No","5928434991349","First-time","1","40.77","40.77","-7.19","47.96","40.77","0","0","0","0","0","0","0","4","1","0","4","4","4"
"No","paid","fulfilled","4072593588403","#26247","One-time","order","product","No","5623403937971","First-time","1","40.73","40.73","-7.18","47.91","40.73","0","0","0","0","0","0","0","9","1","0","9","9","9"
"No","paid","fulfilled","4579532013813","#27462","One-time","order","product","No","5956963238133","First-time","1","40.72","40.72","-7.18","47.9","40.72","0","0","0","0","0","0","0","10","1","0","10","10","10"
"No","paid","fulfilled","2311204012129","#14528","One-time","order","product","No","1976870529","Returning","1","40","40","-10","50","40","0","0","0","0","0","0","0","5","1","0","5","5","5"
"No","paid","fulfilled","4545246560501","#26544","One-time","order","product","No","5920686342389","First-time","1","39.98","39.98","0","39.98","39.98","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","4638016667893","#29088","One-time","order","product","No","6014004855029","Returning","1","39.98","39.98","0","39.98","39.98","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","4638151934197","#29094","One-time","order","product","No","6030702444789","First-time","1","39.98","39.98","0","39.98","39.98","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","4546775154933","#26588","One-time","order","product","No","3253556641889","Returning","1","39.98","39.98","0","39.98","39.98","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","4655939420405","#29548","One-time","order","product","No","6053813780725","First-time","1","39.98","39.98","0","39.98","39.98","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","3074914156723","#19275","One-time","order","product","No","700886974561","Returning","1","39.98","39.98","0","39.98","39.98","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","4664374198517","#29843","One-time","order","product","No","6062712062197","First-time","1","39.98","39.98","0","39.98","39.98","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","4629343404277","#28941","One-time","order","product","No","6016662634741","Returning","1","39.98","39.98","0","39.98","39.98","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","4626208882933","#28863","One-time","order","product","No","3097641091169","Returning","1","39.98","39.98","0","39.98","39.98","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","4678927614197","#30124","One-time","order","product","No","6081663205621","First-time","1","39.98","39.98","0","39.98","39.98","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","3081721282739","#19389","One-time","order","product","No","4464567845043","First-time","1","39.97","39.97","0","39.97","39.97","0","0","0","0","0","0","0","3","1","0","3","3","3"
"No","paid","fulfilled","3060853113011","#18990","One-time","order","product","No","4442143916211","First-time","1","39.96","39.96","0","39.96","39.96","0","0","0","0","0","0","0","4","1","0","4","4","4"
"No","paid","fulfilled","4619294212341","#28685","One-time","order","product","No","6005598126325","First-time","1","39.09","39.09","-6.89","45.98","39.09","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","4615704183029","#28584","One-time","order","product","No","6000619356405","First-time","1","39.09","39.09","-6.89","45.98","39.09","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","4595799687413","#28049","One-time","order","product","No","5977377800437","First-time","1","38.99","38.99","0","38.99","38.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2526588076129","#16962","One-time","order","product","No","3447815897185","First-time","1","38.97","38.97","0","38.97","38.97","0","0","0","0","0","0","0","3","1","0","3","3","3"
"No","paid","fulfilled","4596684980469","#28084","One-time","order","product","No","5977772294389","First-time","1","38.24","38.24","-6.74","44.98","38.24","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","4652964741365","#29454","One-time","order","product","No","6048552943861","First-time","1","38.24","38.24","-6.74","44.98","38.24","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","3747930472627","#23885","One-time","order","product","No","5166260256947","First-time","1","37.98","37.98","0","37.98","37.98","0","0","0","0","0","0","0","2","1","0","2","2","2"
